19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	13	7	19	19	19	19	19	7	19	19	8	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	13	7	7	7	7	7	7	7	7	8	8	7	19	7	19	8	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	7	7	19	19	19	19	19	19	19	19	13	7	19	19	19	19	19	19	7	7	7	10	7	7	8	8	10	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	7	19	19	19	19	19	19	19	19	13	19	19	19	19	19	19	19	19	19	19	7	7	7	19	19	10	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	7	19	18	18	18	18	18	18	18	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	7	19	18	18	18	18	18	18	18	13	19	7	7	7	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	7	19	18	18	18	18	18	18	18	13	19	19	19	7	7	7	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	7	7	7	7	18	18	18	18	18	13	19	19	19	7	7	7	7	19	19	19	19	19	7	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	18	7	7	18	18	18	18	13	19	19	19	7	7	7	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	7	7	18	18	18	18	18	13	19	19	19	7	7	7	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	7	7	19	19	19	19	19
19	19	19	19	19	19	19	18	18	18	18	7	7	7	7	18	18	18	18	18	18	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	7	7	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	18	18	18	18	7	18	18	8	18	18	18	18	18	18	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	7	7	7	19	19	19	19	19	19	19
19	19	19	19	19	19	19	18	18	18	18	7	18	18	18	18	18	18	18	18	18	13	8	19	19	19	19	19	7	7	7	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	18	18	18	18	7	18	18	18	18	18	18	18	18	18	13	8	8	5	7	7	7	7	8	7	7	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	18	18	18	18	7	18	18	18	18	18	18	18	18	7	13	8	8	7	7	7	7	7	19	7	7	8	7	19	19	19	19	19	19	19	19	19	19	7	19	19	19	19	19
19	19	19	19	19	19	19	18	18	18	18	7	18	18	18	18	18	18	18	7	7	13	8	8	7	7	7	7	7	7	7	7	7	7	7	19	19	19	19	19	19	19	19	7	7	7	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	7	7	7	7	7	7	7	7	7	8	13	7	7	7	8	7	7	7	8	19	19	7	7	7	8	5	7	7	19	19	19	7	7	7	7	19	19	19	19
19	19	19	19	19	19	19	19	19	19	7	7	7	7	7	7	7	7	7	7	8	13	7	7	7	7	7	7	7	5	19	19	19	19	19	19	19	19	7	19	19	19	19	5	19	8	7	7	19	19
19	19	19	19	19	19	19	19	19	7	7	7	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	19	19	19	19	19	19	19	7	19	19	19	19	19	5	7	7	7	8	19
19	19	19	19	19	19	19	7	7	7	7	7	13	7	7	7	7	7	7	7	8	13	7	7	7	7	7	7	7	7	19	8	8	19	19	19	19	19	7	19	19	19	19	7	7	7	7	7	7	19
19	19	19	19	19	19	19	7	13	13	13	13	13	7	7	7	7	7	7	7	8	13	7	7	7	19	19	7	7	7	19	8	19	19	19	19	19	19	7	19	19	19	7	7	19	19	7	7	7	19
19	19	19	19	19	19	19	7	13	7	7	7	7	7	19	19	19	19	19	7	7	13	8	7	7	7	7	19	19	19	19	19	19	19	19	19	19	19	7	7	7	7	7	7	7	7	8	7	19	19
19	19	19	19	19	19	19	7	13	8	7	7	19	19	19	19	19	19	19	19	7	13	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	7	19	7	19	7	19	19	19
19	19	19	19	19	8	8	8	13	19	19	19	19	19	7	7	7	19	19	19	19	13	19	19	19	19	19	19	19	19	19	19	19	19	7	19	19	19	19	19	19	19	19	7	7	7	5	19	5	19
19	19	19	19	19	8	8	8	13	19	19	19	19	19	7	7	19	19	19	19	19	13	19	19	19	19	19	19	19	19	19	19	7	7	19	19	19	19	19	19	19	19	19	8	19	19	7	19	19	19
19	19	19	19	19	8	8	8	13	19	19	19	19	19	19	19	19	19	19	19	19	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	5	19	19	19	19	19	19	19
19	19	19	19	19	8	8	8	13	19	19	19	19	19	19	19	19	19	19	19	19	13	19	19	19	19	19	8	19	19	19	7	19	19	19	19	19	19	19	19	19	19	8	19	5	19	19	19	19	19
19	19	19	19	19	8	8	8	13	19	19	19	19	19	19	19	19	19	19	19	19	13	19	19	19	19	19	19	19	19	19	8	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	8	8	13	19	19	19	19	19	19	19	19	19	19	19	19	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	7	19	19	19	19	19
19	19	19	19	19	19	8	8	13	13	19	19	19	19	19	19	19	19	19	19	19	13	19	19	19	5	8	7	19	19	19	19	19	19	19	19	19	19	7	5	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	8	8	8	19	19	19	19	19	19	19	19	19	19	19	19	13	19	19	7	19	19	19	19	19	7	19	19	19	19	19	19	7	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	19	19	19	19	19	19	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	0	19	19	8	8	8	19	7	7	7	19	0	19	19	19	19	19	19	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	0	19	19	8	8	8	5	19	8	8	19	0	19	19	19	19	19	19	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	0	19	19	7	7	8	8	19	19	19	19	0	19	19	19	19	19	19	13	19	19	19	19	19	19	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	0	19	19	19	19	8	8	19	19	19	19	0	19	19	18	18	18	18	13	18	18	18	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	0	0	0	0	0	0	8	0	0	0	0	0	19	19	18	18	18	18	13	8	8	8	18	19	19	19	19	19	8	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
18	18	18	18	18	18	18	18	7	7	13	7	18	18	18	18	18	18	18	18	18	13	8	8	18	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
18	18	18	18	18	19	19	19	7	7	13	18	18	18	18	18	18	18	18	18	18	13	18	18	18	18	19	19	19	19	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
18	18	18	18	18	19	19	19	7	7	13	18	18	18	18	18	18	18	18	18	18	13	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
18	18	18	18	18	19	19	19	7	7	13	18	18	18	18	18	18	18	18	18	18	13	7	7	19	18	18	18	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
18	18	18	18	18	19	19	7	7	7	13	7	18	18	18	18	18	8	18	18	18	13	7	7	7	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
18	18	18	18	18	18	18	18	18	0	13	0	18	18	18	18	18	8	18	18	8	13	7	7	7	7	8	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
18	7	7	7	7	7	7	7	7	7	13	7	8	7	8	7	7	8	7	8	7	13	8	7	7	7	8	19	8	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
18	7	7	7	7	7	7	7	7	7	13	13	13	13	13	13	13	13	13	13	13	13	7	7	8	7	8	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	8	8	7	8	7	8	7	7	7	7	7	7	7	8	7	7	7	7	8	8	13	7	7	7	7	8	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	7	19	19	19	19	19	19	19	19	19	7	19	19	19	19	19	19	19	13	7	7	7	7	8	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
